Numéro tarifaire,Position du Système harmonisé (SH),Description indicative
1302.19.00,"Sucs et extraits végétaux; matières pectiques, pectinates et pectates; agar-agar et autres mucilages et épaississants dérivés des végétaux, même modifiés.",Sucs et extraits végétaux : Autres
1504.20.00,"Graisses et huiles et leurs fractions, de poissons ou de mammifères marins, même raffinées, mais non chimiquement modifiées.","Graisses et huiles de poissons et leurs fractions, autres que les huiles de foies"
1508.10.00,"Huile d'arachide et ses fractions, même raffinées, mais non chimiquement modifiées.",Huile brute
1511.90.00,"Huile de palme et ses fractions, même raffinées, mais non chimiquement modifiées.",Autres
1512.19.19,"Huiles de tournesol, de carthame ou de coton et leurs fractions, même raffinées, mais non chimiquement modifiées.",Huiles de tournesol ou de carthame et leurs fractions : AutresHuile de tournesol et ses fractions : Autres
1512.19.29,"Huiles de tournesol, de carthame ou de coton et leurs fractions, même raffinées, mais non chimiquement modifiées.",Huiles de tournesol ou de carthame et leurs fractions : AutresHuile de carthame et ses fractions : Autres
1514.11.00,"Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées.",Huile de navette ou de colza à faible teneur en acide érucique et leurs fractions : Huiles brutes
1514.19.00,"Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées.",Huile de navette ou de colza à faible teneur en acide érucique et leurs fractions : Autres
1514.91.00,"Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées.",Autres : Huiles brutes
1514.99.00,"Huiles de navette, de colza ou de moutarde et leurs fractions, même raffinées, mais non chimiquement modifiées.",Autres : Autres
1517.10.10,"Margarine; mélanges ou préparations alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, autres que les graisses et huiles alimentaires et leurs fractions du no 15,16.","Margarine, à l'exclusion de la margarine liquideDans les limites de l'engagement d'accès"
1517.10.20,"Margarine; mélanges ou préparations alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, autres que les graisses et huiles alimentaires et leurs fractions du no 15,16.","Margarine, à l'exclusion de la margarine liquideAu-dessus de l'engagement d'accès"
1517.90.21,"Margarine; mélanges ou préparations alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, autres que les graisses et huiles alimentaires et leurs fractions du no 15,16.",AutresSuccédanés du beurre : Dans les limites de l'engagement d'accès
1517.90.22,"Margarine; mélanges ou préparations alimentaires de graisses ou d'huiles animales, végétales ou d'origine microbienne ou de fractions de différentes graisses ou huiles du présent Chapitre, autres que les graisses et huiles alimentaires et leurs fractions du no 15,16.",AutresSuccédanés du beurre : Au-dessus de l'engagement d'accès
1601.00.11,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","En conserve ou en pots verres : De volaille de la position 01,05"
1601.00.19,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.",En conserve ou en pots verres : Autres
1601.00.21,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","De coqs et poules, autres qu'en conserve ou en pots de verres : Autres que volaille de réforme, dans les limites de l'engagement d'accès"
1601.00.22,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","De coqs et poules, autres qu'en conserve ou en pots de verres : Autres que volaille de réforme, au-dessus de l'engagement d'accès"
1601.00.23,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","De coqs et poules, autres qu'en conserve ou en pots de verres : Volaille de réforme"
1601.00.31,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","De dindons et dindes, autres qu'en conserve ou en pots de verres : Dans les limites de l'engagement d'accès"
1601.00.32,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.","De dindons et dindes, autres qu'en conserve ou en pots de verres : Au-dessus de l'engagement d'accès"
1601.00.90,"Saucisses, saucissons et produits similaires, de viande, d'abats, de sang ou d'insectes; préparations alimentaires à base de ces produits.",Autres
1602.10.10,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","Préparations homogénéiséesDe coqs, poules, dindons et dindes de la position 01,05"
1602.10.90,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.",Préparations homogénéiséesAutres
1602.20.21,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De foies de tous animauxPurée de coqs et poules, autres qu'en conserve ou en pots de verre : Dans les limites de l'engagement d'accès"
1602.20.22,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De foies de tous animauxPurée de coqs et poules, autres qu'en conserve ou en pots de verre : Au-dessus de l'engagement d'accès"
1602.20.31,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De foies de tous animauxPurée de dindons et dindes, autres qu'en conserve ou en pots de verre : Dans les limites de l'engagement d'accès"
1602.20.32,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De foies de tous animauxPurée de dindons et dindes, autres qu'en conserve ou en pots de verre : Au-dessus de l'engagement d'accès"
1602.20.90,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.",De foies de tous animauxAutres
1602.31.11,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindePlats cuisinés : Mélanges définis de spécialité"
1602.31.12,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindePlats cuisinés : Autres, dans les limites de l'engagement d'accès"
1602.31.13,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindePlats cuisinés : Autres, au-dessus de l'engagemet d'accès, non désossés"
1602.31.14,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindePlats cuisinés : Autres, au-dessus de l'engagement d'accès, désossés"
1602.31.91,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindeAutres : En conserve ou en pots de verre"
1602.31.92,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindeAutres : Mélanges définis de spécialité, autres qu'en conserve ou en pots de verre"
1602.31.93,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindeAutres : Autres, dans les limites de l'engagement d'accès"
1602.31.94,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindeAutres : Autres, au-dessus de l'engagement d'accès, non désossés"
1602.31.95,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De dindeAutres : Autres, au-dessus de l'engagement d'accès, désossés"
1602.32.11,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusPlats cuisinés : Volaille de réforme; Mélanges définis de spécialité"
1602.32.12,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusPlats cuisinés : Autres, dans les limites de l'engagement d'accès"
1602.32.13,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusPlats cuisinés : Autres, au-dessus de l'engagement d'accès, non désossés"
1602.32.14,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusPlats cuisinés : Autres, au-dessus de l'engagement d'accès, désossés"
1602.32.91,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusAutres : En conserve ou en pots de verre"
1602.32.92,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusAutres : Mélanges définis de spécialité, autres qu'en conserve ou en pots de verre; Volaille de réforme autres qu'en conserve ou en pots de verre"
1602.32.93,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusAutres : Autres, dans les limites de l'engagement d'accès"
1602.32.94,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusAutres : Autres, au-dessus de l'engagement d'accès, non désossés"
1602.32.95,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : De volailles de l'espèce Gallus domesticusAutres : Autres, au-dessus de l'engagement d'accès, désossés"
1602.39.10,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : AutresPlats cuisinés"
1602.39.91,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : AutresAutres : De canards, oies ou pintades, en conserve ou en pots de verre"
1602.39.99,"Autres préparations et conserves de viande, d'abats, de sang ou d'insectes.","De volailles du no 01,05 : AutresAutres : Autres"
1605.21.00,"Crustacés, mollusques et autres invertébrés aquatiques, préparés ou conservés.",Crevettes : Non présentées dans un contenant hermétique
1701.12.10,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Sucres bruts sans addition d'aromatisants ou de colorants : De betteraveDevant servir par un raffinerie du sucre raffiné servant à la fabrication du vin
1701.12.90,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Sucres bruts sans addition d'aromatisants ou de colorants : De betteraveAutres
1701.13.10,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Sucres bruts sans addition d'aromatisants ou de colorants : Sucre de canne mentionné dans la Note 2 de sous-positions du présent ChapitreDevant servir par une raffinerie du sucre raffiné servant à la fabrication du vin
1701.13.90,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Sucres bruts sans addition d'aromatisants ou de colorants : Sucre de canne mentionné dans la Note 2 de sous-positions du présent ChapitreAutres
1701.14.00,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Sucres bruts sans addition d'aromatisants ou de colorants : Autres sucres de canne
1701.91.90,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Autres : Additionnés d'aromatisants ou de colorantsAutres
1701.99.90,"Sucres de canne ou de betterave et saccharose chimiquement pur, à l'état solide.",Autres : AutresAutres
1702.20.00,"Autres sucres, y compris le lactose, le maltose, le glucose et le fructose (lévulose) chimiquement purs, à l'état solide; sirops de sucres sans addition d'aromatisants ou de colorants; succédanés du miel, même mélangés de miel naturel; sucres et mélasses caramélisés.",Sucre et sirop d'érable
1703.10.10,Mélasses résultant de l'extraction ou du raffinage du sucre.,"Mélasses de canneEn poudre, mélangé avec d'autres ingrédients, autres que contenant des agents colorants ou empêchant l'agglomération"
1703.10.90,Mélasses résultant de l'extraction ou du raffinage du sucre.,Mélasses de canneAutres
