Tariff Item,Harmonized System (HS) Heading,Indicative Description
2208.90.29,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.",OtherUndenatured ethyl alcohol: Other
2208.90.30,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.",OtherAngostura bitters
2208.90.41,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.","OtherSpirituous fruit juices of an alcoholic strength by volume not exceeding 14.3% vol: Packaged, of an alcoholic strength by volume not exceeding 7% vol"
2208.90.49,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.",OtherSpirituous fruit juices of an alcoholic strength by volume not exceeding 14.3% vol: Other
2208.90.92,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.",OtherOther: Fruit brandies
2208.90.98,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.","OtherOther: Other, packaged, of an alcoholic strength by volume not exceeding 7%"
2208.90.99,"Undenatured ethyl alcohol of an alcoholic strength by volume of less than 80% vol; spirits, liqueurs and other spirituous beverages.",OtherOther: Other
2309.90.32,Preparations of a kind used in animal feeding.,"OtherComplete feeds and feed supplements, including concentrates: Containing 50% or more by weight in the dry state of non-fat milk solids, over access commitment"
2401.10.10,Unmanufactured tobacco; tobacco refuse.,"Tobacco, not stemmed/strippedFor use as wrappers in the manufacture of cigars"
2401.10.91,Unmanufactured tobacco; tobacco refuse.,"Tobacco, not stemmed/strippedOther: Turkish type"
2401.10.99,Unmanufactured tobacco; tobacco refuse.,"Tobacco, not stemmed/strippedOther: Other"
2401.20.10,Unmanufactured tobacco; tobacco refuse.,"Tobacco, partly or wholly stemmed/strippedWrapper tobacco for use in the manufacture of cigars"
2401.20.90,Unmanufactured tobacco; tobacco refuse.,"Tobacco, partly or wholly stemmed/strippedOther"
2401.30.00,Unmanufactured tobacco; tobacco refuse.,Tobacco refuse
2402.10.00,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.","Cigars, cheroots and cigarillos, containing tobacco"
2402.20.00,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.",Cigarettes containing tobacco
2402.90.00,"Cigars, cheroots, cigarillos and cigarettes, of tobacco or of tobacco substitutes.",Other
2403.11.00,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.","Smoking tobacco, whether or not containing tobacco substitutes in any proportion: Water pipe tobacco specified in Subheading Note 1 to this Chapter"
2403.19.00,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.","Smoking tobacco, whether or not containing tobacco substitutes in any proportion: Other"
2403.91.10,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.","Other: ""Homogenized'' or ""reconstituted'' tobaccoSuitable for use as wrapper tobacco"
2403.91.20,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.","Other: ""Homogenized'' or ""reconstituted'' tobaccoProcessed leaf tobacco suitable for use as cigar binders"
2403.91.90,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.","Other: ""Homogenized'' or ""reconstituted'' tobaccoOther"
2403.99.10,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.",Other: OtherSnuff
2403.99.20,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.",Other: OtherManufactured tobacco substitutes not containing tobacco
2403.99.90,"Other manufactured tobacco and manufactured tobacco substitutes; ""homogenized"" or ""reconstituted"" tobacco; tobacco extracts and essences.",Other: OtherOther
2404.11.10,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Products intended for inhalation without combustion: Containing tobacco or reconstituted tobaccoContaining homogenized or reconstituted tobacco
2404.11.90,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Products intended for inhalation without combustion: Containing tobacco or reconstituted tobaccoOther tobacco
2404.12.00,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.","Products intended for inhalation without combustion: Other, containing nicotine"
2404.19.00,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Products intended for inhalation without combustion: Other
2404.91.00,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Other: For oral application
2404.92.00,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Other: For transdermal application
2404.99.00,"Products containing tobacco, reconstituted tobacco, nicotine, or tobacco or nicotine substitutes, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body.",Other: Other
2505.10.00,"Natural sands of all kinds, whether or not coloured, other than metal-bearing sands of Chapter 26.",Silica sand and quartz sands
3303.00.00,Perfumes and toilet waters.,
3304.10.00,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.",Lip make-up preparations
3304.20.00,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.",Eye make-up preparations
3304.30.00,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.",Manicure or pedicure preparations
3304.91.00,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.","Other: Powders, whether or not compressed"
3304.99.90,"Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations.",Other: OtherOther
3305.10.00,Preparations for use on the hair.,Shampoos
3305.20.00,Preparations for use on the hair.,Preparations for permanent waving or straightening
3305.30.00,Preparations for use on the hair.,Hair lacquers
3305.90.00,Preparations for use on the hair.,Other
3306.10.00,"Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages.",Dentifrices
3306.20.00,"Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages.",Yarn used to clean between the teeth (dental floss)
3307.10.00,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties.","Pre-shave, shaving or after-shave preparations"
3307.20.00,"Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed or having disinfectant properties.",Personal deodorants and antiperspirants
